n,price,rooms,meters,address
414,3065,3.5,100,"Tulpenstrasse 43, 8051 Zürich"
415,6490,4.5,130,"Kuttelgasse 15, 8001 Zürich"
416,4870,2.0,55,"Birchstrasse 180, 8050 Zürich"
417,6900,3.0,74,"Birchstrasse 180, 8050 Zürich"
418,3480,2.5,72,"Alfred Escherstr. 66, 8002 Zürich"
419,3405,4.5,115,"Rebstockweg 1, 8049 Zürich"
420,7264,5.5,152,"Tödistr. 5, 8002 Zürich"
421,2850,1.0,6,"Franklinstrasse 12, 8050 Zürich"
422,3500,2.5,60,"Nordstrasse 5, 8006 Zürich"
423,4306,4.5,138,"Freigutstrasse 20, 8002 Zürich"
424,3730,3.5,93,"Kurfirstenstrasse 47, 8002 Zürich"
425,2377,0.0,21,"Rotachstrasse 33, 8003 Zurich"
426,3934,2.0,41,"Wolframplatz 1, 8045 Zurich"
427,2585,0.0,23,"Albertstrasse 7, 8005 Zürich"
428,4223,3.5,108,"Scheideggstrasse 60, 8002 Zürich"
429,2390,2.0,45,"Josefstrasse 200, 8005 Zürich"
430,2810,3.0,0,"Malzstrasse 13, 8045 Zürich"
431,1290,1.0,0,"Manessestrasse, 8045 Zurich"
432,1450,1.0,5,"Winterthurerstrasse 698, 8051 Zürich"
433,2977,4.0,100,"Scheuchzerstrasse 212, 8057 Zürich"
434,2120,4.5,101,"Dennlerstr. 14, 8048 Zürich"
435,1440,1.0,0,"Brandschenkestrasse, 8002 Zürich"
436,1990,2.0,54,"Küngenmatt 15, 8055 Zürich"
437,1190,1.0,7,"Bernerstrasse Nord, 8052 Zürich"
438,3710,2.5,60,"Kalkbreitestrasse 41, 8003 Zürich"
439,2850,3.0,61,"Eichbühlstrasse 64, 8004 Zürich"
440,2225,3.5,76,"Altwiesenstrasse 346, 8051 Zürich"
441,2287,3.0,75,"Rankstrasse 17, 8032 Zürich"
442,2250,3.5,81,"Altwiesenstrasse 346, 8051 Zürich"
443,2385,2.5,55,"Dohlenweg 28, 8050 Zürich"
444,2950,3.5,67,"Scheuchzerstrasse 163, 8057 Zürich"
445,3900,3.5,128,"Leutschenbachstrasse 48 d, 8050 Zürich"
446,3410,3.5,79,"Widmerstrasse 73b, 8038 Zürich"
447,4700,3.5,101,"Dufourstrasse 59, 8008 Zürich"
448,1510,2.0,52,"Goldbrunnenstrasse 120, 8003 Zürich"
449,2770,2.5,0,"Bremgartnerstrasse 79, 8003 Zürich"
450,1939,2.0,47,"Nebelbachstrasse 7, 8008 Zürich"
451,2270,2.5,72,"Welchogasse 5, 8050 Zürich"
452,2720,3.5,81,"Forchstrasse 331/333, 8008 Zürich"
453,1650,1.0,5,"Altstetterstrasse 196, 8048 Zürich"
454,2255,2.5,63,"Ackerstrasse 44, 8005 Zürich"
455,2160,1.5,36,"Zelgstr. 27, 8003 Zürich"
456,3480,3.5,0,"Biberlinstrasse 42, 8032 Zürich"
457,4822,4.5,98,"Am Holbrig 4, 8049 Zürich"
458,4548,3.5,88,"Am Holbrig 2, 8049 Zürich"
459,1530,2.5,63,"Bachwiesenstr. 121, 8047 Zürich"
460,1490,2.0,52,"Goldbrunnenstrasse 120, 8003 Zürich"
461,1635,3.0,51,"Wehntalerstrasse 233B, 8057 Zürich"
462,4279,6.5,130,"Bertastrasse 34, 8003 Zürich"
463,2450,2.0,35,"Eichbühlstrasse 62, 8004 Zürich"
464,3153,2.5,92,"Badenerstrasse 434, 8004 Zürich"
465,4250,3.5,130,"Forchstrasse 150, 8032 Zürich"
466,3900,3.5,120,"Riedenhaldenstrasse 255, 8046 Zürich"
467,3760,5.5,114,"Riedenhaldenstrasse 255, 8046 Zürich"
468,6093,3.5,94,"Hochstrasse 73, 8044 Zürich"
469,2990,4.0,76,"Küngenmatt 11, 8055 Zürich"
470,2990,4.0,76,"Küngenmatt 11, 8055 Zürich"
471,2900,2.5,60,"Freiestr. 12, 8032 Zürich"
472,5060,4.0,110,"Mühlebachstr. 28, 8008 Zürich"
473,2840,5.0,97,"Im Sträler 5, 8047 Zürich"
474,2600,3.0,82,"Kraftstr. 15, 8044 Zürich"
475,4115,3.5,96,"Schaffhauserplatz 3, 8006 Zürich"
476,3390,3.0,77,"Zeltweg 49, 8032 Zürich"
477,3550,3.5,88,"Leutschenbachstrasse 40 - C1706, 8050 Zürich"
478,3170,3.5,119,"Holderbachweg 59, 8046 Zürich"
479,2131,3.5,91,"Rebstockweg 1, 8049 Zürich"
480,1996,2.5,59,"Karstlernstrasse 12, 8048 Zürich"
481,2900,3.5,80,"Rümlangstrasse 31, 8052 Zürich"
482,2450,5.0,111,"Viktoriastrasse 13, 8057 Zürich"
483,1470,1.0,0,"Herbstweg 5, 8050 Zürich"
484,2710,3.0,65,"Schweighofstrasse 422, 8055 Zürich"
485,2665,3.5,108,"Stodolastrasse 7, 8053 Zürich"
486,3550,2.5,118,"Birmensdorferstr. 572, 8055 Zürich"
487,2910,3.5,78,"Körnerstrasse 10, 8004 Zürich"
488,1900,2.5,67,"Stodolastr. 10, 8053 Zürich"
489,3469,3.5,85,"Regensbergstrasse 30, 8050 Zürich"
490,2420,2.0,66,"Würzwies 9, 8064 Zürich"
491,1861,2.5,47,"Schaffhauserstrasse 455, 8052 Zürich"
492,3065,5.5,144,"Wiesliacher 87, 8053 Zürich"
493,3670,2.5,90,"Alfred Escherstr. 66, 8002 Zürich"
494,5025,2.5,0,"Mühlebachstrasse 28, 8008 Zürich"
495,1846,1.5,43,"Jungholzstrasse 20, 8050 Zürich"
496,2970,2.5,64,"Forchstrasse 84, 8008 Zürich"
497,4200,2.0,54,"Kieselgasse 2, 8008 Zürich"
498,3230,4.0,107,"Max Bill Platz 9, 8050 Zürich"
499,5435,3.5,114,"Pflugstr. 18, 8006 Zürich"
500,2570,3.5,87,"Dennlerstr. 22, 8047 Zürich"
501,2600,2.5,64,"Forchstrasse 150, 8032 Zürich"
502,2600,2.5,54,"Hagenholzstrasse 59, 8050 Zürich"
503,3475,4.5,116,"Wallisellenstrasse 333, 8050 Zürich"
504,2293,2.5,58,"Allenmoosstr.5, 8057 Zürich"
505,4246,0.0,42,"Cramerstrasse 8-12, 8004 Zurich"
506,4235,0.0,70,"Freyastrasse 8, 8004 Zurich"
507,3104,0.0,31,"Wolframplatz 1, 8045 Zurich"
508,5180,0.0,70,"Wolframplatz 1, 8045 Zurich"
509,4038,0.0,38,"Wolframplatz 1, 8045 Zurich"
510,2481,0.0,18,"Wolframplatz 1, 8045 Zurich"
511,2377,0.0,24,"Binzmühlestr. 50, 8050 Zurich"
512,4142,0.0,30,"Bellariastrasse 36, 8002 Zurich"
513,4142,0.0,30,"Bellariastrasse 36, 8002 Zurich"
514,3104,0.0,31,"Bellariastrasse 36, 8002 Zurich"
515,4246,0.0,48,"Cramerstrasse 8-12, 8004 Zurich"
516,2793,0.0,28,"Albertstrasse 7, 8005 Zürich"
517,3552,0.0,26,"Brandschenkestrasse 10, 8001 Zürich"
518,2200,4.0,78,"Langgrütstrasse 95, 8047 Zürich"
519,2026,3.0,75,"Riedhofstrasse 144/146, 8049 Zürich"
520,3440,3.5,72,"Seestrasse 436, 8038 Zürich"
521,3890,4.0,92,"Ceresstrasse 17, 8008 Zürich"
522,2011,0.0,56,"Birchstrasse 98, 8050 Zürich"
523,1386,2.0,53,"Murwiesenstrasse 4, 8057 Zürich"
524,1290,1.0,5,"Wannerstrasse 26, 8045 Zürich"
525,2190,2.5,63,"Friesstrasse 22, 8050 Zürich"
526,2364,2.5,80,"Wallisellenstrasse 333, 8050 Zürich"
527,2390,2.5,59,"Altstetterstrasse 176, 8048 Zürich"
528,2405,3.5,77,"Kügeliloostrasse Gebäude F 99,, 8046 Zürich"
529,1780,2.0,64,"Goldbrunnenstrasse 120, 8003 Zürich"
530,7990,2.5,0,"Gustav-Gull-Platz 4, 8004 Zürich"
531,5690,2.5,75,"Schärenmoosstrasse 78, 8052 Zürich"
532,6790,2.5,60,"Baurstrasse 29, 8008 Zürich"
533,1990,2.5,56,"Küngenmatt 7, 8055 Zürich"
534,3980,3.0,110,"Storchengasse 17, 8001 Zürich"
535,2390,3.0,67,"Manessestrasse 94, 8045 Zürich"
536,1745,2.0,50,"Güetliweg 3, 8050 Zürich"
537,4850,3.5,103,"Färberstrasse 28, 8008 Zürich"
538,1665,1.5,24,"Herrligweg 9, 8048 Zürich"
539,1940,2.5,86,"Im Tiergarten 25, 8055 Zürich"
540,2330,4.5,108,"Bachwiesenstr. 121, 8047 Zürich"
541,5163,4.5,0,"Scheuchzerstrasse 62, 8006 Zürich"
542,2224,2.5,55,"Albisriederstrasse 170, 8003 Zürich"
543,1420,1.5,35,"Buchholzstrasse 105, 8053 Zürich"
544,3040,3.5,78,"Auwiesenstrasse 27, 8050 Zürich"
545,4490,4.5,125,"Rossackerstrasse 123, 8047 Zürich"
546,1950,1.5,0,"Sihlfeldstrasse 83, 8004 Zürich"
547,2219,2.0,59,"Militärstrasse 114, 8004 Zürich"
548,2240,2.5,53,"Auwiesenstrasse 27, 8050 Zürich"
549,2450,2.0,61,"Grüngasse 2, 8004 Zürich"
550,3300,2.5,92,"Hochstrasse 73, 8044 Zürich"
551,1855,2.0,53,"Wehntalerstrasse 580, 8046 Zürich"
552,1990,2.5,52,"Im Heuried 56, 8055 Zürich"
553,7300,3.5,0,"Kreuzstrasse 39, 8008 Zürich"
554,3000,3.0,70,"Rieterstrasse 11, 8002 Zürich"
555,4272,3.5,83,"Walchestrasse 17, 8006 Zürich"
556,1940,3.5,70,"Überlandstrasse 371, 8051 Zürich"
557,2700,2.5,59,"Leutschenbachstrasse 40 - C1805, 8050 Zürich"
558,3550,4.0,91,"Wernerstrasse 21, 8038 Zürich"
559,7800,5.5,212,"Freiestrasse 182, 8032 Zürich"
560,2750,3.0,68,"Bederstr. 101, 8002 Zürich"
561,2515,3.5,89,"Bauherrenstr. 50, 8049 Zürich"
562,3170,3.0,79,"Hegibachstrasse 90, 8032 Zürich"
563,2220,1.5,38,"Rindermarkt 8, 8001 Zürich"
564,5290,4.5,131,"Im Trichtisal 9a, 8053 Zürich"
565,8390,4.5,0,"Susenbergstrasse 90, 8044 Zürich"
566,2139,1.5,31,"Herrligweg 9, 8048 Zürich"
567,2490,2.5,65,"Jungstrasse 8, 8050 Zürich"
568,4960,3.5,97,"Mythenquai 349a, 8038 Zürich"
569,1840,1.0,8,"Uetlibergstr. 172, 8045 Zürich"
570,2590,2.5,56,"Schulhausstrasse 53, 8002 Zürich"
571,3125,3.5,0,"Hügelstrasse 13, 8002 Zürich"
572,2750,1.5,53,"Buchholzstrasse 19, 8053 Zürich"
573,3420,3.5,67,"Hohlstrasse 27, 8004 Zürich"
574,2734,2.5,0,"Balgriststrasse 6, 8008 Zürich"
575,4680,2.5,113,"Mythenquai 353, 8038 Zürich"
576,4890,2.5,75,"Schärenmoosstrasse 78, 8052 Zürich"
577,2730,2.5,54,"Russenweg 8, 8008 Zürich"
578,3850,4.5,101,"Meier-Bosshard-Strasse 9, 8048 Zürich"
579,2580,2.5,57,"Meier-Bosshard-Strasse 9, 8048 Zürich"
580,3440,2.5,75,"Rötelstrasse 15, 8006 Zürich"
581,7400,4.5,147,"Rötelstrasse 15, 8006 Zürich"
582,5340,3.5,95,"Forchstrasse 239 / 241, 8032 Zürich"
583,3995,6.5,200,"Kirchenfeld 59, 8052 Zürich"
584,3450,3.5,75,"Hardplatz 19, 8004 Zürich"
585,4453,0.0,40,"Gerechtigkeitsgasse 8, 8001 Zurich"
586,4142,0.0,40,"Bellariastrasse 36, 8002 Zurich"
587,4142,0.0,44,"Bellariastrasse 36, 8002 Zurich"
588,4339,2.0,49,"Rotachstrasse 33, 8003 Zurich"
589,1962,0.0,14,"Rotachstrasse 33, 8003 Zurich"
590,2585,0.0,19,"Cramerstrasse 8-12, 8004 Zurich"
591,3519,2.0,32,"Wolframplatz 1, 8045 Zurich"
592,2377,0.0,24,"Binzmühlestr. 48, 8050 Zurich"
593,4453,0.0,80,"Binzmühlestr. 48, 8050 Zurich"
594,3208,0.0,34,"Binzmühlestr. 50, 8050 Zurich"
595,3311,0.0,25,"Rotachstrasse 33, 8003 Zurich"
596,5273,0.0,63,"Bellariastrasse 36, 8002 Zurich"
597,4246,0.0,38,"Cramerstrasse 2-6, 8004 Zurich"
598,2689,0.0,19,"Cramerstrasse 8-12, 8004 Zurich"
599,4858,2.0,54,"Cramerstrasse 8-12, 8004 Zurich"
600,3315,0.0,21,"Brandschenkestrasse 10, 8001 Zürich"
601,3433,0.0,26,"Brandschenkestrasse 10, 8001 Zürich"
602,1190,1.0,2,"Limmattalstrasse, 8049 Zürich"
603,4890,3.5,85,"Wartauweg 19, 8049 Zürich"
604,1210,1.0,1,"Birchstrasse, 8050 Zürich"
605,1240,1.0,0,"Auhofstrasse, 8051 Zürich"
606,3860,5.5,160,"Bremgartnerstrasse 66, 8003 Zürich"
607,3160,2.0,83,"Pfingstweidstrasse 94, 8005 Zürich"
608,3250,6.0,180,"Zürichbergstrasse 66, 8044 Zürich"
609,4550,3.5,85,"Brandschenkestrasse 177, 8002 Zürich"
610,7490,3.5,155,"Freiestrasse 101, 8032 Zürich"
611,5800,2.5,270,8005 Zürich
612,2290,3.5,66,"Riedenhaldenstrasse 260, 8046 Zürich"
613,2990,3.5,79,"Schöneggstrasse 15, 8004 Zürich"
614,1100,1.0,8,"Burstwiesenstrasse, 8055 Zürich"
615,6975,6.5,150,"Glockengasse 8, 8001 Zürich"
616,6975,5.5,150,"Glockengasse 8, 8001 Zürich"
617,2090,2.0,69,"Im Tiergarten 26, 8055 Zürich"
618,2425,2.5,49,"Restelbergstrasse 7, 8044 Zürich"
619,3580,2.5,0,"Sonnenbergstrasse 16, 8032 Zürich"
620,4590,3.5,0,"Sonnenbergstrasse 16, 8032 Zürich"
621,3790,3.5,87,8050 Zürich
622,3980,3.5,89,"Schaffhauserstrasse 486, 8052 Zürich"
623,2490,3.0,77,"Mühlehaldensteig 3, 8032 Zürich"
624,1990,2.5,52,"Küngenmatt 5, 8055 Zürich"
625,2703,2.5,0,"Herrligweg 9, 8048 Zürich"
626,3560,4.5,106,"Frankentalstrasse 37, 8049 Zürich"
627,4190,4.5,0,"Lindenbachstrasse 34, 8006 Zürich"
628,3330,2.5,76,"Regensbergstrasse 1, 8050 Zürich"
629,4280,4.5,92,"Bederstrasse 70, 8002 Zürich"
630,4390,4.5,104,"Fröbelstrasse 33, 8032 Zürich"
631,2600,2.5,0,"Rotbuchstrasse 26, 8037 Zürich"
632,3370,3.5,90,"Heidwiesen 19, 8051 Zürich"
633,2500,2.5,50,"Winzerstrasse 89, 8049 Zürich"
634,3892,2.5,79,"Langstrasse 13, 8004 Zürich"
635,2540,1.5,45,"Mythenquai 349a, 8038 Zürich"
636,2850,0.0,73,"Stadelhoferstrasse 28, 8001 Zürich"
637,2666,2.0,38,"Hochfarbstrasse 14, 8006 Zürich"
638,3600,3.5,107,"Saumackerstrasse 92, 8048 Zürich"
639,2800,3.5,81,"Soodstrasse 88, 8041 Zürich"
640,5600,3.5,123,"Aurorastrasse 4, 8032 Zürich"
641,3780,2.5,111,"Grüngasse 41, 8004 Zürich"
642,2410,1.5,39,"Forchstrasse 239 / 241, 8032 Zürich"
643,3100,2.5,62,"Forchstrasse 239 / 241, 8032 Zürich"
644,2664,3.5,93,"Grosswiesenstrasse 165, 8051 Zürich"
645,5163,4.5,147,8006 Zürich
646,3850,4.5,110,8032 Zürich
647,2625,2.0,54,"Elsastrasse 16, 8004 Zürich"
648,3104,0.0,24,"Gerechtigkeitsgasse 8, 8001 Zurich"
649,4246,1.0,6,"Gerechtigkeitsgasse 8, 8001 Zurich"
650,5076,2.0,46,"Gerechtigkeitsgasse 8, 8001 Zurich"
651,3104,0.0,23,"Gerechtigkeitsgasse 8, 8001 Zurich"
652,3415,0.0,30,"Gerechtigkeitsgasse 8, 8001 Zurich"
653,6332,2.0,86,"Bellariastrasse 36, 8002 Zurich"
654,3104,0.0,31,"Bellariastrasse 36, 8002 Zurich"
655,3104,0.0,38,"Waffenplatzstrasse 72, 8002 Zurich"
656,4245,0.0,108,"Waffenplatzstrasse 72, 8002 Zurich"
657,2066,0.0,12,"Waffenplatzstrasse 72, 8002 Zurich"
658,2377,0.0,20,"Waffenplatzstrasse 72, 8002 Zurich"
659,2066,0.0,14,"Cramerstrasse 8-12, 8004 Zurich"
660,3000,0.0,25,"Cramerstrasse 8-12, 8004 Zurich"
661,4246,2.0,46,"Cramerstrasse 2-6, 8004 Zurich"
662,2066,0.0,18,"Cramerstrasse 2-6, 8004 Zurich"
663,2585,0.0,22,"Cramerstrasse 2-6, 8004 Zurich"
664,2585,0.0,28,"Freyastrasse 8, 8004 Zurich"
665,2896,0.0,33,"Freyastrasse 8, 8004 Zurich"
666,2793,0.0,24,"Militärstrasse 24, 8004 Zurich"
667,2170,0.0,15,"Militärstrasse 24, 8004 Zurich"
668,3830,0.0,30,"Militärstrasse 24, 8004 Zurich"
669,4453,0.0,41,"Militärstrasse 24, 8004 Zurich"
670,4246,0.0,43,"Militärstrasse 24, 8004 Zurich"
671,4246,0.0,36,"Militärstrasse 24, 8004 Zurich"
672,1962,0.0,15,"Binzmühlestr. 46, 8050 Zurich"
673,2481,0.0,22,"Binzmühlestr. 46, 8050 Zurich"
674,3934,0.0,51,"Binzmühlestr. 46, 8050 Zurich"
675,1962,0.0,17,"Binzmühlestr. 48, 8050 Zurich"
676,3208,0.0,36,"Binzmühlestr. 48, 8050 Zurich"
677,1962,0.0,22,"Binzmühlestr. 50, 8050 Zurich"
678,3208,0.0,28,"Cramerstrasse 2-6, 8004 Zurich"
679,2689,0.0,28,"Freyastrasse 8, 8004 Zurich"
680,3000,0.0,33,"Freyastrasse 8, 8004 Zurich"
681,3000,0.0,24,"Rotachstrasse 33, 8003 Zurich"
682,2585,0.0,23,"Binzmühlestr. 46, 8050 Zurich"
683,2170,0.0,22,"Binzmühlestr. 46, 8050 Zurich"
684,3104,0.0,36,"Binzmühlestr. 48, 8050 Zurich"
685,3415,3.0,60,"Binzmühlestr. 48, 8050 Zurich"
686,4349,0.0,36,"Gerechtigkeitsgasse 8, 8001 Zurich"
687,2170,0.0,16,"Gerechtigkeitsgasse 8, 8001 Zurich"
688,4142,2.0,37,"Cramerstrasse 2-6, 8004 Zurich"
689,2689,0.0,20,"Cramerstrasse 2-6, 8004 Zurich"
690,2170,0.0,16,"Cramerstrasse 8-12, 8004 Zurich"
691,4349,0.0,38,"Militärstrasse 24, 8004 Zurich"
692,2896,0.0,26,"Militärstrasse 24, 8004 Zurich"
693,2481,0.0,20,"Waffenplatzstrasse 72, 8002 Zurich"
694,3623,0.0,53,"Binzmühlestr. 50, 8050 Zurich"
695,2602,0.0,14,"Brandschenkestrasse 10, 8001 Zürich"
696,3208,0.0,22,"Zweierstrasse 24, 8004 Zurich"
697,3415,0.0,28,"Zweierstrasse 24, 8004 Zurich"
698,2170,0.0,18,"Zweierstrasse 24, 8004 Zurich"
699,3000,0.0,22,"Zweierstrasse 24, 8004 Zurich"
700,2066,0.0,12,"Albertstrasse 7, 8005 Zürich"
701,3104,0.0,25,"Albertstrasse 7, 8005 Zürich"
702,2490,3.0,67,"Bockhornstrasse 15, 8047 Zürich"
703,5390,4.5,105,"Wartauweg 19, 8049 Zürich"
704,2490,3.0,0,"Burstwiesenstrasse 73, 8055 Zürich"
705,1190,1.0,7,"Schwandenholzstrasse, 8046 Zürich"
706,1350,1.0,0,"Kirchenfeld, 8052 Zürich"
707,2540,2.5,89,"Eulenweg 23, 8048 Zürich"
708,5870,3.5,113,8008 Zürich
709,3204,2.5,60,"Alfred-Escher-Strasse 70, 8002 Zürich"
710,3850,4.5,0,"Hungerbergstrasse 7, 8046 Zürich"
711,3300,3.5,90,"Allmannstrasse 55, 8052 Zürich, 8052 Zürich"
712,2500,2.0,75,"Stampfenbrunnenstrasse 38, 8048 Zürich"
713,2590,2.0,50,"Köchlistrasse 10, 8004 Zürich"
714,5500,4.5,124,"Narzissenstrasse 7, 8006 Zürich"
715,4250,4.0,90,"Nordstrasse 198, 8037 Zürich"
716,4450,4.5,135,8048 Zürich
717,3950,3.5,97,8037 Zürich
718,3900,3.0,72,8002 Zürich
719,4050,2.0,166,8047 Zürich
720,3750,2.5,72,8008 Zürich
721,5440,4.5,106,"Zurlindenstrasse 134, 8003 Zürich"
722,8925,8.5,250,8006 Zürich
723,2450,3.5,66,"Salerstrasse 21, 8050 Zürich"
724,2701,2.5,58,"Schaffhauserstrasse 453, 8052 Zürich"
725,4764,3.0,87,8001 Zürich
726,5300,3.5,138,"Bederstrasse 109, 8002 Zürich"
727,1980,3.0,65,"Dubsstrasse 42, 8003 Zürich"
728,8925,8.5,250,"Germaniastrasse 15, 8006 Zürich"
729,3050,1.0,5,"Weinbergstrasse 44, 8006 Zürich"
730,3990,4.0,127,"Letzistrasse 15, 8006 Zürich"
731,2490,1.0,2,"Sihlhallenstrasse 30, 8004 Zürich"
732,4800,5.0,140,8032 Zürich
733,7522,4.5,149,"Carmenstrasse 24, 8032 Zürich"
734,5939,3.5,121,"Othmarstrasse 8, 8008 Zürich"
735,5200,3.5,97,"Pestalozzistrasse 34, 8032 Zürich"
736,3020,2.5,74,"Zollikerstrasse 275, 8008 Zürich"
737,3534,3.5,86,"Leutschenbachstrasse 30 - B1204, 8050 Zürich"
738,3490,3.5,0,"Talchernsteig 1, 8049 Zürich"
739,2090,1.5,36,"Hottingerstrasse 27, 8032 Zürich"
740,3039,3.0,80,"Schaffhauserstrasse 5, 8006 Zürich"
741,4980,4.5,107,"Germaniastrasse 40, 8006 Zürich"
742,3655,3.5,101,"Leutschenbachstrasse 42 - WFC301, 8050 Zürich"
743,3700,3.5,80,"Forchstrasse 271, 8008 Zürich"
744,2800,5.5,0,"Wehntalerstrasse 253, 8046 Zürich"
745,1060,1.0,1,"Badenerstrasse, 8003 Zürich"
746,4600,5.0,121,"Winterthurerstrasse 40, 8006 Zürich"
747,2888,2.5,50,"Dufourstrasse 153, 8008 Zürich"
748,2665,3.5,80,"Asylstrasse 106, 8032 Zürich"
749,3740,3.5,101,"Schaffhauserstrasse 486, 8052 Zürich"
750,3490,3.5,78,"Dennlerstrasse 9, 8048 Zürich"
751,1732,3.0,0,"Herbstweg 71, 8050 Zürich"
752,5273,0.0,66,"Bellariastrasse 36, 8002 Zurich"
753,3519,0.0,50,"Waffenplatzstrasse 72, 8002 Zurich"
754,4754,2.0,54,"Cramerstrasse 8-12, 8004 Zurich"
755,3208,0.0,80,"Hardstrasse 236/238, 8005 Zurich"
756,4235,3.0,80,"Hardstrasse 236/238, 8005 Zurich"
757,2481,0.0,22,"Albertstrasse 7, 8005 Zürich"
758,1370,1.0,6,"Hegibachstrasse, 8032 Zurich"
759,3890,3.5,66,"Nordstrasse 198, 8037 Zürich"
760,2640,3.0,84,"Ohmstrasse 6, 8050 Zürich"
761,1050,1.0,4,"Auhofstrasse, 8051 Zürich"
762,2490,3.0,77,"Dörflistrasse 31, 8057 Zürich"
763,3840,3.0,72,"Freiestrasse 44, 8032 Zürich"
764,2300,2.5,57,"Stampfenbrunnenstrasse 28, 8048 Zürich"
765,2050,2.0,34,"Friedackerstrasse 7, 8050 Zürich"
766,3300,1.0,7,"Lessingstr. 7, 8002 Zürich"
767,3090,3.0,68,"Nordstrasse 88, 8037 Zürich"
768,1990,2.5,63,"Neunbrunnenstrasse 194, 8046 Zürich"
769,3550,3.0,85,"Nordstrasse 98, 8037 Zürich"
770,3090,3.0,68,"Weizenstrasse 6, 8037 Zürich"
771,4679,3.5,98,"Alfred-Escher-Strasse 70, 8002 Zürich"
772,1568,1.0,1,"Dienerstrasse 20, 8004 Zürich"
773,2300,2.5,0,"Hungerbergstrasse 9, 8046 Zürich"
774,3195,2.5,62,"Rosengartenstrasse 55, 8037 Zürich"
775,1790,2.5,59,"Neunbrunnenstrasse 180, 8046 Zürich"
776,2870,2.5,63,"Mutschellenstrasse 65, 8038 Zürich"
777,3150,3.0,96,"Stampfenbrunnenstrasse 38, 8048 Zürich"
778,2700,2.0,82,"Stampfenbrunnenstrasse 38, 8048 Zürich"
779,2840,4.0,107,"Im Tiergarten 53, 8055 Zürich"
780,2740,2.5,49,"Seestrasse 293, 8038 Zürich"
781,3300,3.0,0,"Langackerstrasse 18, 8057 Zürich"
782,2707,2.5,0,"Heinrich-Federer-Strasse 4, 8038 Zürich"
783,2245,3.5,68,"Bristenstr. 27, 8048 Zürich"
784,2340,2.5,76,"Eulenweg 23, 8048 Zürich"
785,2570,2.5,88,"Eulenweg 27, 8048 Zürich"
786,2990,3.0,64,"Kornhausstrasse 29, 8037 Zürich"
787,4410,4.5,91,"Eibenstrasse 18, 8045 Zürich"
788,2720,2.5,54,"Eibenstrasse 20, 8045 Zürich"
789,3270,3.5,70,"Eibenstrasse 18, 8045 Zürich"
790,2157,2.5,52,"Sihlhallenstrasse 11, 8004 Zürich"
791,2021,3.5,82,"Auwiesenstrasse 39, 8050 Zürich"
792,2460,3.5,86,"Luegislandstrasse 84, 8051 Zürich"
793,1550,1.0,4,"Hugostrasse 9, 8050 Zürich"
794,2990,2.5,0,"Haldenstrasse 167, 8055 Zürich"
795,3690,3.5,0,"Haldenstrasse 167, 8055 Zürich"
796,3380,2.5,91,"Bächtoldstrasse 2, 8044 Zürich"
797,2700,3.0,0,"Weststrasse 148, 8003 Zürich"
798,3900,4.0,127,"Witikonerstrasse 311b, 8053 Zürich"
799,3790,3.0,83,"Hufgasse 19, 8008 Zürich"
800,1850,3.0,56,"Balberstrasse 68, 8038 Zürich"
801,3299,2.5,0,"Sonnentalstrasse 15, 8000 Zurich"
802,2770,3.0,83,"Restelbergstrasse 52, 8044 Zürich"
803,2580,2.5,67,"Hagenholzstrasse 55, 8050 Zürich"
804,3490,3.5,94,8041 Zürich
805,3100,3.0,0,"David-Hess-Weg 26, 8038 Zürich"
806,2370,3.5,80,"Unterwerkstrasse 15, 8052 Zürich"
807,1148,1.0,0,"Culmannstr. 45, 8006 Zürich"
808,1390,2.5,65,"Am Wettingertobel 1, 8049 Zürich"
809,2290,3.0,66,"Riedenhaldenstrasse 260, 8046 Zürich"
810,3010,2.5,80,"Brandschenkestrasse 40, 8002 Zürich"
811,2350,1.5,44,"Forchstrasse 271, 8008 Zürich"
812,2860,3.5,74,"Kirchenfeld 75, 8052 Zürich"
813,3710,3.5,86,"Leutschenbachstrasse 30 - B1504, 8050 Zürich"
814,1190,1.0,4,"Birchstrasse, 8050 Zürich"
815,2900,4.5,90,"Allmannstrasse 22, 8052 Zürich"
816,1390,1.0,8,"Langwiesstrasse 25, 8050 Zürich"
817,4038,2.0,37,"Cramerstrasse 2-6, 8004 Zurich"
818,3311,0.0,34,"Binzmühlestr. 50, 8050 Zurich"
819,3104,0.0,39,"Binzmühlestr. 50, 8050 Zurich"
820,2602,0.0,16,"Brandschenkestrasse 10, 8001 Zürich"
821,3716,0.0,44,"Bellariastrasse 36, 8002 Zurich"
822,3820,0.0,46,"Bellariastrasse 36, 8002 Zurich"
823,3000,0.0,24,"Militärstrasse 24, 8004 Zurich"
824,3415,0.0,24,"Zweierstrasse 24, 8004 Zurich"
825,1962,0.0,0,"Rotachstrasse 33, 8003 Zurich"
826,1200,1.0,5,"Katzenbachstrasse, 8052 Zürich"
827,3330,1.5,48,"Seefeldstrasse 102, 8008 Zürich"
828,4890,3.5,85,8037 Zürich
829,4660,5.0,130,"Bergstrasse 116, 8032 Zürich"
830,1250,1.0,6,"Stiglenstrasse, 8052 Zurich"
831,2630,2.5,76,"Greifenseestrasse 33, 8050 Zürich"
832,2975,2.5,54,"Stampfenbachstrasse 68, 8006 Zürich"
833,5600,5.5,141,"Apollostrasse 21, 8032 Zürich"
